pre,term,post,business_id
h.  By far my favorite restaurant at which to splurge.  Oh and it is really easy to stay and enjoy one too many of their fantastic ,cocktails, at their intimate little bar.  In love.,7PRse3yCQbEprAj1DWrEQQ
tti Frutti di Mare and the shrimp were jumbo size and portion quite generous.   The drinks: I had a caprihlana and it was perfect. ,Cocktail, menu has good variety. Plenty of choices for wine as well.   The service: Excellent. Always available and attentive yet never int,7PRse3yCQbEprAj1DWrEQQ
"all his spicy Italian-ness, greeting people, talking to vendors and chatting with the staff. The wine list was really good and the ",cocktails," were delish.  Let me get to the food though, the real star behind this production. We enjoyed an eggplant appetizer that was fing",7PRse3yCQbEprAj1DWrEQQ
"e's Day last year and we both fell in love....with the food. The gnocchi is to die for. It's pricey but the romantic decor, unique ",cocktails, and excellent food make it the perfect place for a night on the town.,7PRse3yCQbEprAj1DWrEQQ
uthentic when it is hard to understand someone's Italian accent despite hearing the Pittsburgh dialect all the time. From pasta to ,cocktails, this place has put their finishing touch on everything.   This is the kind of place that I like to bring out of town guest to. It,7PRse3yCQbEprAj1DWrEQQ
Hakka ,cocktail," was phenomenal! Highly recommend Lo mein, noodles are house made and thick like udon noodles. Volcano roll and California roll topped with lobster was delish. Very much recommend jade grille!",7U73RqIg6JA0WThxWUV3uA
ck might be the best duck I've had in a restaurant.  My wife got the tangerine orange steak and that was delicious as well.  Their ,cocktail," list is original.  The service was very good. The setting was nice, lively but not too loud.  We'll definitely be going back. The",7U73RqIg6JA0WThxWUV3uA
"de Grille. I would highly recommend the hot sauce chicken, handmade dumplings and the string bean dish. They also have some unique ",cocktails," you can't find anywhere else, try the basil berry martini or the samurai! Jade Grille is definitely one of my new favorites in th",7U73RqIg6JA0WThxWUV3uA
"ff with crab rangoons. They had enough filling, were crispy, and awesome duck sauce.  I ordered the Saigon sunset - really awesome ",cocktail,!! I took a picture of the cocktail menu just so I could recreate that deliciousness at home. If you like cinnamon & tequila - ord,7U73RqIg6JA0WThxWUV3uA
Sushi/salmon & eel best I ever had. Gogo shrimp delightful with a nice bite Top shelf ,cocktails,",great service from our server/bartender Christina. We'll definitely be back. Don't overlook this place!",7U73RqIg6JA0WThxWUV3uA
grape leaves were the tiniest we've ever eaten!  About the size of a ,cocktail," frank, and about as remarkable.  The lemon piece served with them was dried out. The hummus, though tasty, was VERY thick!  Almost like cutting into a soft cheese - not spreadable.  We asked",7ULRdJfVo2-Og5ZoGOECFg
nd outside waiting for a table in 9 degree weater.  We worked our way to the bar for a drink.  I ordered cabernet and he ordered a ,cocktail.,  We knew this would warm us up.  We were told the table wait would be 35 minutes.  NOPE- they called us in about 10 minutes.  We ,7xHbnGo4MXFkBm6gYSu_xg
"dishes as well as the jaberico. The octopus was nice, but not fantastic. Sadly the wines on tap were out for the season, so we had ",cocktails,", in all a nice experience. The bartender was friendly and knowledgeable about the dishes. They didn't have the suckling pig entré",7z2x16M7IuG8KPfMsyVrKA
" (to which we nodded vigorously), and she walked away never to mention it again.  Thanks for caring...    There was nothing on the ",cocktail," list that called to us, and we weren't impressed with the sangria or the wine we had, so we didn't order more drinks, which kept ",7z2x16M7IuG8KPfMsyVrKA
 is hard to do with one shrimp.  We also sampled some of the cocktails and those were excellent and at typical Pittsburgh high end ,cocktail," prices.  They have a focus on gins which nice for a change, since it seems like every other place in Pittsburgh is focusing on Wh",7z2x16M7IuG8KPfMsyVrKA
n't crowded at all.  We decided to eat at the bar because it looks welcoming and you get to watch the charcuterie preparations and ,cocktails.,  Plus we like to talk to the bartender about his or her drink recommendations.  The Ambiance:  I am a sucker for a well thought o,7z2x16M7IuG8KPfMsyVrKA
"rty at my house. The food is delicious and comforting, the bartenders are great and really know how to make a nice, big Pittsburgh ",cocktail,", and it really does not get any better for authentic Italian food, considering Rico has lived in the country for ""I don't know ho",88Mq2edCXyXRtjmY_Vkarg
"ishment.  We also had the pleasure of hosting a party of around 60 (inside and outside) for a sit down appetizer(s), dinner(s) and ",cocktails.,  Everything was handled perfectly and the compliments were incredible!  The owner's actually opened the restaurant to us on a typ,88wGoNiuZlUxpyeUhwb5hQ
"   They used to be BYOB, but now they have a liquor license and are serving up booze. I've never had drinks here before, but their ",cocktail," menu had some enticing choices, so I'll just have to come back. :) They also are open for brunch now on Sundays as well, which I'",88wGoNiuZlUxpyeUhwb5hQ
t really know what to expect at first but the waitress was very nice and helped explain how their menu and dishes were set up. The ,cocktails, and wine we had were delightful. I highly recommend getting the bread and spreads as well as the goat cheese eggplant jar with to,8B1Hi9253IICz8-5Aw5qrw
"Came here for our anniversary. Started with a fine cocktail, well designed gin with fresh dehydrated ginger called a Muddle- a grea",t open. ,First it should be noted that a very drunk panhandler entered the restaurant and led the house in a chant of Let's Go Pens! befor,8B1Hi9253IICz8-5Aw5qrw
 if it were snowing I wouldn't wait for a table at all.   The bar is very welcoming. The drink menu is decent with more beers than ,cocktails., See pictures in pics of the menu for more details. The table settings are intimate. I was there for date night so it was much app,8B1Hi9253IICz8-5Aw5qrw
"Nice vibe, sexy lighting and interesting ",cocktails," make Spork a hip spot for a bite and a sip. The design of the space is quite nice with multiple options of seating style, some overlooking the food prep, some at the bar and some looking out onto Penn Ave. While I appr",8B1Hi9253IICz8-5Aw5qrw
"on with good food, excellent service, and good drinks. The only complaint was the inconsistency with the drinks. The alcohol in my ",cocktails," varied, and well when your spending about $10 a drink, you kind of expect more. We had dinner and found this was a short walk ove",8B7A5KqrrbxOlCX66hqfOg
It's a great place to stop in for some drinks if you work downtown. $4.50 domestic beers. $4.00 well mixed drinks and $6 wines and ,cocktails.," $7 martinis. It's tough to find better deals on drinks downtown! When my friends and I stop in after work, Megan is typically the",8B7A5KqrrbxOlCX66hqfOg
"ur appetizers were finished our entrees came out.  I had ordered the fish and chips which was served with cole slaw, ketchup and a ",cocktail," sauce on the side.  The fish came out at a perfect temperature, hot enough to make it pleasurable but not hot enough to burn your",8B7A5KqrrbxOlCX66hqfOg
" and his the fish and chips, were satisfactory, save we had to ask for the tarter sauce, since his fish and chips were served with ",cocktail," sauce, again, very strange.  The food was tasty, the chicken was cooked well, and the sides were yummy.   The prices were .. a bi",8B7A5KqrrbxOlCX66hqfOg
" menu is quite extensive, changed daily to reflect seasonal fish and ingredients. I always choose something interesting from their ",cocktail," menu, as they have a scratch bar with fresh ingredients.  McCormick's has some very good soups and several salads to choose from,",8B7A5KqrrbxOlCX66hqfOg
"ers and 2 dollars off wine Monday through Friday 4:30 to 6:30. Friendly staff and cozy atmosphere. Awesome bourbon, wine and craft ",cocktail, selection. They even have a cute patio in the back! Love it.,8FuzQ8WN5WKpBbyT2wBlYA
"vorites were the mac & cheese loaded with short ribs or fried chicken and the pot pie). In the last year or so, the quality of the ",cocktails," has gotten slightly worse (you can still order classics that aren't listed) and with it changing to 'The Elbow Room', it seems th",8FuzQ8WN5WKpBbyT2wBlYA
" curious of what he was making, as me made multiple different cocktails for the servers. We got to taste a few different specialty ",cocktails,", every single one was good. He told me about a Bloody Mary he invented called a ""bloody samurai"", A Bloody Mary with sake, soy, a",8MSzI-4KJHpGBLiILkrtVg
A great choice for Happy Hour apps snd ,cocktails," at the bar. Cliff is sure to entertain you with his bartending talents and desire to please. Sushi rolls are among the best that I have had anywhere. Pricing is competitive, as well.",8MSzI-4KJHpGBLiILkrtVg
"Good place to eat. Had hibachi chicken and shrimp, tasted yummy. Also had ""Zambi"" ",cocktail, which is also awesome. It was too much food for one person.,8MSzI-4KJHpGBLiILkrtVg
"Before heading to Stage AE Saturday night this was the place to be for a little pregame, pre Snoop ",cocktail., It was packed upon entering but I managed to land the last seats with the flash of a smile at the gentlemen standing in front of them and a promise to flag down,93otbGHE0s0m-lU1osvg9w
"and dumplings up to the register, yet I've never had the total exceed $50, ever.  At whole foods you could blow that on an organic ",cocktail," weenie.  Lotus offers, hands down, the best prices and the best selection of any grocery in Pittsburgh!",9DxJTxiTJQdWI85MahuWPg
The Flats is one of the best bars I've ever been to. The bartenders are really awesome and they have a huge selection of beer and ,cocktails," to choose from. The atmosphere is amazing. My bartender was Shana and she made me the best drinks and was so sweet, friendly, and",9eqZNBLnNycOWQ2wQEwulQ
